provider_id,recommender_id,profit,cycle,fee,clicks,shows,connected_recommenders,controlled,experiment_id,random_seed
2,popular_2_exp_0_seed_None,10.35,2,2.35,18,55,2,general,0,
7,popular_1_exp_0_seed_None,363.45,2,72.85000000000001,487,2415,2,general,0,
7,popular_2_exp_0_seed_None,15.570000000000002,2,3.3300000000000005,24,93,2,general,0,
6,popular_1_exp_0_seed_None,3704.9700000000003,3,736.1300000000001,4867,24943,2,general,0,
6,popular_2_exp_0_seed_None,3.1500000000000004,3,0.55,3,25,2,general,0,
9,popular_1_exp_0_seed_None,2097.12,3,425.88,2893,13658,2,general,0,
9,popular_2_exp_0_seed_None,2.91,3,0.5900000000000001,4,19,2,general,0,
10,popular_1_exp_0_seed_None,349.65000000000003,3,70.05000000000001,468,2325,2,general,0,
10,popular_2_exp_0_seed_None,211.29,3,41.81,275,1431,2,general,0,
4,popular_1_exp_0_seed_None,2035.95,3,405.95000000000005,2696,13635,2,general,0,
4,popular_2_exp_0_seed_None,224.54999999999998,3,45.35,306,1475,2,general,0,
5,popular_1_exp_0_seed_None,2037.24,3,404.76,2676,13716,2,general,0,
5,popular_2_exp_0_seed_None,8.55,3,1.7500000000000002,12,55,2,general,0,
1,popular_1_exp_0_seed_None,375.09000000000003,3,74.81,497,2511,2,niche,0,
1,popular_2_exp_0_seed_None,983.2499999999999,3,196.85000000000002,1314,6545,2,niche,0,
3,popular_1_exp_0_seed_None,351.12,3,70.88000000000001,478,2308,2,general,0,
3,popular_2_exp_0_seed_None,6.630000000000001,3,1.27,8,47,2,general,0,
8,popular_1_exp_0_seed_None,361.68000000000006,3,72.52,485,2402,2,general,0,
8,popular_2_exp_0_seed_None,2.6100000000000003,3,0.49000000000000005,3,19,2,general,0,
2,popular_1_exp_0_seed_None,365.28000000000003,3,73.92,500,2392,2,general,0,
2,popular_2_exp_0_seed_None,10.079999999999998,3,2.12,15,62,2,general,0,
7,popular_1_exp_0_seed_None,353.4,3,70.6,470,2360,2,general,0,
7,popular_2_exp_0_seed_None,9.18,3,1.62,9,72,2,general,0,
6,popular_1_exp_0_seed_None,3709.53,4,738.57,4896,24897,2,general,0,
6,popular_2_exp_0_seed_None,5.76,4,1.24,9,34,2,general,0,
9,popular_1_exp_0_seed_None,2093.0099999999998,4,425.69,2897,13599,2,general,0,
9,popular_2_exp_0_seed_None,4.14,4,0.8600000000000001,6,26,2,general,0,
10,popular_1_exp_0_seed_None,360.63,4,72.27000000000001,483,2397,2,general,0,
10,popular_2_exp_0_seed_None,203.46,4,39.94,260,1394,2,general,0,
4,popular_1_exp_0_seed_None,2044.9500000000003,4,407.15000000000003,2699,13725,2,general,0,
4,popular_2_exp_0_seed_None,224.85,4,45.85,313,1455,2,general,0,
5,popular_1_exp_0_seed_None,2048.9700000000003,4,409.93000000000006,2734,13653,2,general,0,
5,popular_2_exp_0_seed_None,5.37,4,0.9299999999999999,5,43,2,general,0,
1,popular_1_exp_0_seed_None,352.35,4,68.95,447,2425,2,niche,0,
1,popular_2_exp_0_seed_None,990.0900000000001,4,197.81,1317,6611,2,niche,0,
3,popular_1_exp_0_seed_None,364.11,4,73.39000000000001,494,2399,2,general,0,
3,popular_2_exp_0_seed_None,7.590000000000002,4,1.51,10,51,2,general,0,
8,popular_1_exp_0_seed_None,346.65000000000003,4,69.45,464,2305,2,general,0,
8,popular_2_exp_0_seed_None,3.0,4,0.6000000000000001,4,20,2,general,0,
2,popular_1_exp_0_seed_None,342.0,4,67.4,441,2330,2,general,0,
2,popular_2_exp_0_seed_None,7.4700000000000015,4,1.6300000000000001,12,43,2,general,0,
7,popular_1_exp_0_seed_None,369.9,4,72.9,477,2520,2,general,0,
7,popular_2_exp_0_seed_None,10.770000000000003,4,2.13,14,73,2,general,0,
6,popular_1_exp_0_seed_None,3698.3999999999996,5,734.8,4858,24900,2,general,0,
6,popular_2_exp_0_seed_None,2.9400000000000004,5,0.46,2,26,2,general,0,
9,popular_1_exp_0_seed_None,2101.3799999999997,5,425.82,2885,13732,2,general,0,
9,popular_2_exp_0_seed_None,3.54,5,0.66,4,26,2,general,0,
10,popular_1_exp_0_seed_None,358.26,5,72.14,485,2364,2,general,0,
10,popular_2_exp_0_seed_None,208.56,5,41.24,271,1414,2,general,0,
4,popular_1_exp_0_seed_None,2037.7800000000002,5,406.62,2703,13632,2,general,0,
4,popular_2_exp_0_seed_None,215.22,5,42.78,283,1448,2,general,0,
5,popular_1_exp_0_seed_None,2043.0,5,407.40000000000003,2706,13680,2,general,0,
5,popular_2_exp_0_seed_None,6.0600000000000005,5,1.1400000000000001,7,44,2,general,0,
1,popular_1_exp_0_seed_None,369.24000000000007,5,73.56,488,2476,2,niche,0,
1,popular_2_exp_0_seed_None,973.29,5,195.81,1315,6431,2,niche,0,
3,popular_1_exp_0_seed_None,360.06,5,72.54,488,2374,2,general,0,
3,popular_2_exp_0_seed_None,4.95,5,0.75,3,45,2,general,0,
8,popular_1_exp_0_seed_None,356.73,5,70.77000000000001,467,2407,2,general,0,
8,popular_2_exp_0_seed_None,3.36,5,0.64,4,24,2,general,0,
2,popular_1_exp_0_seed_None,369.0300000000001,5,74.27000000000001,499,2437,2,general,0,
2,popular_2_exp_0_seed_None,8.61,5,1.8900000000000001,14,49,2,general,0,
7,popular_1_exp_0_seed_None,360.42,5,72.18,482,2398,2,general,0,
7,popular_2_exp_0_seed_None,13.170000000000002,5,2.5300000000000002,16,93,2,general,0,
6,popular_1_exp_0_seed_None,3729.1800000000003,6,745.4200000000001,4966,24882,2,general,0,
6,popular_2_exp_0_seed_None,3.54,6,0.66,4,26,2,general,0,
9,popular_1_exp_0_seed_None,2055.6299999999997,6,415.07,2800,13507,2,general,0,
9,popular_2_exp_0_seed_None,2.13,6,0.37,2,17,2,general,0,
10,popular_1_exp_0_seed_None,361.14000000000004,6,72.06,479,2416,2,general,0,
10,popular_2_exp_0_seed_None,209.85000000000002,6,41.45,272,1425,2,general,0,
4,popular_1_exp_0_seed_None,2032.92,6,404.08000000000004,2673,13678,2,general,0,
4,popular_2_exp_0_seed_None,224.45999999999998,6,44.94,300,1494,2,general,0,
5,popular_1_exp_0_seed_None,2054.28,6,410.32000000000005,2731,13722,2,general,0,
5,popular_2_exp_0_seed_None,9.810000000000002,6,2.29,18,49,2,general,0,
1,popular_1_exp_0_seed_None,366.75,6,72.75,480,2475,2,niche,0,
1,popular_2_exp_0_seed_None,1005.0900000000001,6,201.21,1343,6691,2,niche,0,
3,popular_1_exp_0_seed_None,354.3900000000001,6,69.91,458,2411,2,general,0,
3,popular_2_exp_0_seed_None,7.109999999999999,6,1.3900000000000001,9,49,2,general,0,
8,popular_1_exp_0_seed_None,350.88,6,70.72,476,2312,2,general,0,
8,popular_2_exp_0_seed_None,3.66,6,0.74,5,24,2,general,0,
2,popular_1_exp_0_seed_None,343.62,6,68.98,462,2278,2,general,0,
2,popular_2_exp_0_seed_None,8.91,6,1.99,15,49,2,general,0,
7,popular_1_exp_0_seed_None,360.21,6,71.69,475,2419,2,general,0,
7,popular_2_exp_0_seed_None,10.14,6,1.86,11,76,2,general,0,
6,popular_1_exp_0_seed_None,3721.26,7,740.34,4903,25004,2,general,0,
6,popular_2_exp_0_seed_None,3.75,7,0.75,5,25,2,general,0,
9,popular_1_exp_0_seed_None,2087.85,7,420.65,2830,13765,2,general,0,
9,popular_2_exp_0_seed_None,4.680000000000001,7,0.9200000000000002,6,32,2,general,0,
10,popular_1_exp_0_seed_None,361.44000000000005,7,72.76,489,2386,2,general,0,
10,popular_2_exp_0_seed_None,207.39,7,41.71,280,1371,2,general,0,
4,popular_1_exp_0_seed_None,2042.58,7,405.82000000000005,2683,13752,2,general,0,
4,popular_2_exp_0_seed_None,217.83000000000004,7,44.07,298,1427,2,general,0,
5,popular_1_exp_0_seed_None,2054.16,7,411.24,2745,13674,2,general,0,
5,popular_2_exp_0_seed_None,7.800000000000001,7,1.6,11,50,2,general,0,
1,popular_1_exp_0_seed_None,372.42,7,74.18,492,2498,2,niche,0,
1,popular_2_exp_0_seed_None,949.0800000000002,7,188.72,1249,6382,2,niche,0,
3,popular_1_exp_0_seed_None,365.49000000000007,7,72.81,483,2451,2,general,0,
3,popular_2_exp_0_seed_None,7.0200000000000005,7,1.38,9,48,2,general,0,
8,popular_1_exp_0_seed_None,353.01,7,71.49000000000001,484,2309,2,general,0,
8,popular_2_exp_0_seed_None,3.5700000000000007,7,0.73,5,23,2,general,0,
2,popular_1_exp_0_seed_None,356.82000000000005,7,72.38,491,2328,2,general,0,
2,popular_2_exp_0_seed_None,4.83,7,1.07,8,27,2,general,0,
7,popular_1_exp_0_seed_None,362.37,7,73.13000000000001,493,2383,2,general,0,
7,popular_2_exp_0_seed_None,11.55,7,2.5500000000000003,19,65,2,general,0,
6,popular_1_exp_0_seed_None,3711.51,8,740.99,4929,24809,2,general,0,
6,popular_2_exp_0_seed_None,3.87,8,0.6300000000000001,3,33,2,general,0,
9,popular_1_exp_0_seed_None,2078.58,8,419.62,2830,13662,2,general,0,
9,popular_2_exp_0_seed_None,3.3,8,0.7,5,20,2,general,0,
10,popular_1_exp_0_seed_None,345.39,8,69.11,461,2301,2,general,0,
10,popular_2_exp_0_seed_None,219.27000000000004,8,43.63,289,1473,2,general,0,
4,popular_1_exp_0_seed_None,2038.11,8,406.39000000000004,2699,13649,2,general,0,
4,popular_2_exp_0_seed_None,232.2,8,47.2,321,1510,2,general,0,
5,popular_1_exp_0_seed_None,2034.2400000000002,8,405.15999999999997,2687,13646,2,general,0,
5,popular_2_exp_0_seed_None,11.490000000000002,8,2.41,17,71,2,general,0,
1,popular_1_exp_0_seed_None,350.90999999999997,8,69.59,459,2369,2,niche,0,
1,popular_2_exp_0_seed_None,1003.53,8,199.97000000000003,1327,6727,2,niche,0,
3,popular_1_exp_0_seed_None,365.61,8,73.49000000000001,493,2419,2,general,0,
3,popular_2_exp_0_seed_None,9.030000000000001,8,1.87,13,57,2,general,0,
8,popular_1_exp_0_seed_None,349.9200000000001,8,69.28,456,2368,2,general,0,
8,popular_2_exp_0_seed_None,3.18,8,0.62,4,22,2,general,0,
2,popular_1_exp_0_seed_None,351.06,8,70.74000000000001,476,2314,2,general,0,
2,popular_2_exp_0_seed_None,8.73,8,1.7700000000000002,12,57,2,general,0,
7,popular_1_exp_0_seed_None,361.17,8,72.13,480,2413,2,general,0,
7,popular_2_exp_0_seed_None,12.900000000000002,8,2.7,19,80,2,general,0,
6,popular_1_exp_0_seed_None,3682.68,9,732.32,4847,24762,2,general,0,
6,popular_2_exp_0_seed_None,3.630000000000001,9,0.67,4,27,2,general,0,
9,popular_1_exp_0_seed_None,2059.71,9,414.99,2792,13579,2,general,0,
9,popular_2_exp_0_seed_None,5.61,9,1.29,10,29,2,general,0,
10,popular_1_exp_0_seed_None,343.08000000000004,9,68.52000000000001,456,2292,2,general,0,
10,popular_2_exp_0_seed_None,219.12,9,43.68,290,1468,2,general,0,
4,popular_1_exp_0_seed_None,2020.6200000000006,9,401.78000000000003,2659,13588,2,general,0,
4,popular_2_exp_0_seed_None,233.52,9,47.28,320,1528,2,general,0,
5,popular_1_exp_0_seed_None,2056.62,9,412.38,2758,13658,2,general,0,
5,popular_2_exp_0_seed_None,8.22,9,1.78,13,48,2,general,0,
1,popular_1_exp_0_seed_None,370.53000000000003,9,73.37,483,2507,2,niche,0,
1,popular_2_exp_0_seed_None,1008.5999999999999,9,201.0,1334,6760,2,niche,0,
3,popular_1_exp_0_seed_None,359.28000000000003,9,72.32,486,2372,2,general,0,
3,popular_2_exp_0_seed_None,7.290000000000001,9,1.4100000000000001,9,51,2,general,0,
8,popular_1_exp_0_seed_None,355.38,9,72.02000000000001,488,2322,2,general,0,
8,popular_2_exp_0_seed_None,4.320000000000001,9,0.8800000000000001,6,28,2,general,0,
2,popular_1_exp_0_seed_None,358.92,9,71.88,480,2388,2,general,0,
2,popular_2_exp_0_seed_None,5.67,9,1.03,6,43,2,general,0,
7,popular_1_exp_0_seed_None,376.38000000000005,9,75.82,510,2482,2,general,0,
7,popular_2_exp_0_seed_None,10.920000000000002,9,2.2800000000000002,16,68,2,general,0,
6,popular_1_exp_0_seed_None,3729.6000000000004,10,743.2,4932,25000,2,general,0,
6,popular_2_exp_0_seed_None,3.4499999999999997,10,0.65,4,25,2,general,0,
9,popular_1_exp_0_seed_None,2091.03,10,424.07000000000005,2876,13647,2,general,0,
9,popular_2_exp_0_seed_None,2.6100000000000003,10,0.49000000000000005,3,19,2,general,0,
10,popular_1_exp_0_seed_None,358.59000000000003,10,71.71000000000001,478,2391,2,general,0,
10,popular_2_exp_0_seed_None,209.76000000000002,10,42.04,281,1394,2,general,0,
4,popular_1_exp_0_seed_None,2056.7400000000002,10,410.65999999999997,2732,13746,2,general,0,
4,popular_2_exp_0_seed_None,219.15,10,44.150000000000006,297,1445,2,general,0,
5,popular_1_exp_0_seed_None,2035.7700000000002,10,405.93000000000006,2696,13633,2,general,0,
5,popular_2_exp_0_seed_None,7.050000000000001,10,1.25,7,55,2,general,0,
1,popular_1_exp_0_seed_None,357.63,10,70.47,461,2437,2,niche,0,
1,popular_2_exp_0_seed_None,963.2100000000002,10,192.09,1276,6449,2,niche,0,
3,popular_1_exp_0_seed_None,354.03,10,70.47,467,2377,2,general,0,
3,popular_2_exp_0_seed_None,8.49,10,1.81,13,51,2,general,0,
8,popular_1_exp_0_seed_None,346.53,10,67.97,442,2377,2,general,0,
8,popular_2_exp_0_seed_None,4.800000000000001,10,1.0,7,30,2,general,0,
2,popular_1_exp_0_seed_None,356.85,10,71.85000000000001,483,2355,2,general,0,
2,popular_2_exp_0_seed_None,9.9,10,2.1,15,60,2,general,0,
7,popular_1_exp_0_seed_None,365.73,10,73.17,488,2437,2,general,0,
7,popular_2_exp_0_seed_None,11.58,10,2.42,17,72,2,general,0,
6,popular_1_exp_0_seed_None,3693.5700000000006,11,739.33,4934,24593,2,general,0,
6,popular_2_exp_0_seed_None,1.86,11,0.34,2,14,2,general,0,
9,popular_1_exp_0_seed_None,2035.0500000000002,11,408.85,2741,13475,2,general,0,
9,popular_2_exp_0_seed_None,4.5,11,0.9000000000000001,6,30,2,general,0,
10,popular_1_exp_0_seed_None,351.03,11,69.47,457,2377,2,general,0,
10,popular_2_exp_0_seed_None,240.78,11,49.22,337,1552,2,general,0,
4,popular_1_exp_0_seed_None,2022.63,11,403.87,2687,13517,2,general,0,
4,popular_2_exp_0_seed_None,254.01,11,52.489999999999995,364,1609,2,general,0,
5,popular_1_exp_0_seed_None,2028.6300000000003,11,405.47,2701,13537,2,general,0,
5,popular_2_exp_0_seed_None,6.779999999999999,11,1.2200000000000002,7,52,2,general,0,
1,popular_1_exp_0_seed_None,343.86,11,67.53999999999999,440,2354,2,niche,0,
1,popular_2_exp_0_seed_None,1054.8600000000001,11,208.34000000000003,1367,7164,2,niche,0,
3,popular_1_exp_0_seed_None,369.36,11,74.44,501,2434,2,general,0,
3,popular_2_exp_0_seed_None,10.14,11,2.06,14,66,2,general,0,
8,popular_1_exp_0_seed_None,360.42,11,72.98,494,2358,2,general,0,
8,popular_2_exp_0_seed_None,4.5,11,0.9000000000000001,6,30,2,general,0,
2,popular_1_exp_0_seed_None,335.94000000000005,11,65.86,428,2306,2,general,0,
2,popular_2_exp_0_seed_None,8.100000000000001,11,1.7000000000000002,12,50,2,general,0,
7,popular_1_exp_0_seed_None,359.61,11,71.89000000000001,479,2399,2,general,0,
7,popular_2_exp_0_seed_None,11.370000000000001,11,2.13,13,83,2,general,0,
6,popular_1_exp_0_seed_None,3714.8700000000003,12,740.23,4912,24903,2,general,0,
6,popular_2_exp_0_seed_None,3.8999999999999995,12,0.7,4,30,2,general,0,
9,popular_1_exp_0_seed_None,2096.34,12,423.66,2861,13756,2,general,0,
9,popular_2_exp_0_seed_None,2.37,12,0.53,4,13,2,general,0,
10,popular_1_exp_0_seed_None,358.23,12,70.67,463,2437,2,general,0,
10,popular_2_exp_0_seed_None,198.75000000000003,12,39.35,259,1345,2,general,0,
4,popular_1_exp_0_seed_None,2042.97,12,407.53,2708,13673,2,general,0,
4,popular_2_exp_0_seed_None,197.07,12,38.230000000000004,245,1373,2,general,0,
5,popular_1_exp_0_seed_None,2020.1099999999997,12,401.59000000000003,2657,13589,2,general,0,
5,popular_2_exp_0_seed_None,5.91,12,0.99,5,49,2,general,0,
1,popular_1_exp_0_seed_None,365.34000000000003,12,70.66,451,2556,2,niche,0,
1,popular_2_exp_0_seed_None,956.8199999999999,12,193.18,1303,6288,2,niche,0,
3,popular_1_exp_0_seed_None,390.63,12,79.47,541,2537,2,general,0,
3,popular_2_exp_0_seed_None,8.280000000000001,12,1.52,9,62,2,general,0,
8,popular_1_exp_0_seed_None,377.64,12,76.96000000000001,525,2446,2,general,0,
8,popular_2_exp_0_seed_None,4.23,12,0.8700000000000001,6,27,2,general,0,
2,popular_1_exp_0_seed_None,361.65,12,73.25,496,2365,2,general,0,
2,popular_2_exp_0_seed_None,6.720000000000001,12,1.48,11,38,2,general,0,
7,popular_1_exp_0_seed_None,367.92,12,73.88,495,2438,2,general,0,
7,popular_2_exp_0_seed_None,10.950000000000001,12,2.1500000000000004,14,75,2,general,0,
6,popular_1_exp_0_seed_None,3751.6800000000007,13,749.52,4990,25052,2,general,0,
6,popular_2_exp_0_seed_None,6.33,13,1.37,10,37,2,general,0,
9,popular_1_exp_0_seed_None,2095.65,13,426.25,2901,13615,2,general,0,
9,popular_2_exp_0_seed_None,3.5100000000000007,13,0.5900000000000001,3,29,2,general,0,
10,popular_1_exp_0_seed_None,347.25,13,69.85000000000001,469,2295,2,general,0,
10,popular_2_exp_0_seed_None,217.44,13,43.36,288,1456,2,general,0,
4,popular_1_exp_0_seed_None,2006.13,13,397.37,2617,13567,2,general,0,
4,popular_2_exp_0_seed_None,220.5,13,43.300000000000004,282,1510,2,general,0,
5,popular_1_exp_0_seed_None,2042.4600000000005,13,408.14,2718,13634,2,general,0,
5,popular_2_exp_0_seed_None,7.1400000000000015,13,1.46,10,46,2,general,0,
1,popular_1_exp_0_seed_None,369.42,13,73.38,485,2488,2,niche,0,
1,popular_2_exp_0_seed_None,1016.2200000000001,13,204.38000000000002,1372,6718,2,niche,0,
3,popular_1_exp_0_seed_None,341.49,13,67.01,436,2341,2,general,0,
3,popular_2_exp_0_seed_None,11.46,13,2.34,16,74,2,general,0,
8,popular_1_exp_0_seed_None,346.53000000000003,13,68.57,451,2347,2,general,0,
8,popular_2_exp_0_seed_None,3.03,13,0.47000000000000003,2,27,2,general,0,
2,popular_1_exp_0_seed_None,342.54,13,68.86,462,2266,2,general,0,
2,popular_2_exp_0_seed_None,10.68,13,2.12,14,72,2,general,0,
7,popular_1_exp_0_seed_None,344.25,13,67.85000000000001,444,2345,2,general,0,
7,popular_2_exp_0_seed_None,11.190000000000001,13,2.1100000000000003,13,81,2,general,0,
6,popular_1_exp_0_seed_None,3723.9599999999996,14,747.44,5005,24694,2,general,0,
6,popular_2_exp_0_seed_None,7.110000000000001,14,1.5900000000000003,12,39,2,general,0,
9,popular_1_exp_0_seed_None,2064.6000000000004,14,418.0,2829,13510,2,general,0,
9,popular_2_exp_0_seed_None,3.870000000000001,14,0.8300000000000001,6,23,2,general,0,
10,popular_1_exp_0_seed_None,369.48,14,74.72,505,2422,2,general,0,
10,popular_2_exp_0_seed_None,223.41000000000003,14,44.89,301,1479,2,general,0,
4,popular_1_exp_0_seed_None,1989.0300000000002,14,392.27000000000004,2569,13537,2,general,0,
4,popular_2_exp_0_seed_None,217.58999999999997,14,42.11,269,1521,2,general,0,
5,popular_1_exp_0_seed_None,1987.9500000000003,14,393.35,2587,13465,2,general,0,
5,popular_2_exp_0_seed_None,7.800000000000001,14,1.6,11,50,2,general,0,
1,popular_1_exp_0_seed_None,366.75,14,72.35000000000001,474,2495,2,niche,0,
1,popular_2_exp_0_seed_None,1039.23,14,208.67000000000002,1398,6887,2,niche,0,
3,popular_1_exp_0_seed_None,387.12000000000006,14,78.08,526,2548,2,general,0,
3,popular_2_exp_0_seed_None,8.310000000000002,14,1.79,13,49,2,general,0,
8,popular_1_exp_0_seed_None,354.93,14,71.57000000000001,482,2337,2,general,0,
8,popular_2_exp_0_seed_None,4.2,14,0.8,5,30,2,general,0,
2,popular_1_exp_0_seed_None,353.61,14,70.69,471,2359,2,general,0,
2,popular_2_exp_0_seed_None,8.040000000000001,14,1.76,13,46,2,general,0,
7,popular_1_exp_0_seed_None,366.27000000000004,14,73.43,491,2433,2,general,0,
7,popular_2_exp_0_seed_None,10.14,14,1.86,11,76,2,general,0,
6,popular_1_exp_0_seed_None,3724.2000000000003,15,742.4000000000001,4929,24950,2,general,0,
6,popular_2_exp_0_seed_None,2.94,15,0.66,5,16,2,general,0,
9,popular_1_exp_0_seed_None,2099.5499999999997,15,425.15,2878,13735,2,general,0,
9,popular_2_exp_0_seed_None,2.6700000000000004,15,0.43000000000000005,2,23,2,general,0,
10,popular_1_exp_0_seed_None,369.24,15,74.76,506,2416,2,general,0,
10,popular_2_exp_0_seed_None,202.2,15,39.8,260,1380,2,general,0,
4,popular_1_exp_0_seed_None,2045.88,15,407.52,2703,13722,2,general,0,
4,popular_2_exp_0_seed_None,218.07000000000002,15,44.03,297,1433,2,general,0,
5,popular_1_exp_0_seed_None,2049.21,15,409.09000000000003,2721,13699,2,general,0,
5,popular_2_exp_0_seed_None,6.090000000000001,15,1.21,8,41,2,general,0,
1,popular_1_exp_0_seed_None,362.46,15,71.54,469,2464,2,niche,0,
1,popular_2_exp_0_seed_None,959.94,15,192.46,1287,6376,2,niche,0,
3,popular_1_exp_0_seed_None,343.08000000000004,15,67.52000000000001,441,2342,2,general,0,
3,popular_2_exp_0_seed_None,4.83,15,0.87,5,37,2,general,0,
8,popular_1_exp_0_seed_None,348.21,15,68.29,444,2389,2,general,0,
8,popular_2_exp_0_seed_None,1.9200000000000002,15,0.28,1,18,2,general,0,
2,popular_1_exp_0_seed_None,363.80999999999995,15,74.09,505,2359,2,general,0,
2,popular_2_exp_0_seed_None,9.45,15,2.05,15,55,2,general,0,
7,popular_1_exp_0_seed_None,370.56,15,74.04,493,2474,2,general,0,
7,popular_2_exp_0_seed_None,9.090000000000002,15,1.6099999999999999,9,71,2,general,0,
6,popular_1_exp_0_seed_None,3682.77,16,731.73,4838,24793,2,general,0,
6,popular_2_exp_0_seed_None,2.37,16,0.33,1,23,2,general,0,
9,popular_1_exp_0_seed_None,2074.38,16,420.4200000000001,2849,13552,2,general,0,
9,popular_2_exp_0_seed_None,3.36,16,0.64,4,24,2,general,0,
10,popular_1_exp_0_seed_None,368.2800000000001,16,73.52000000000001,489,2462,2,general,0,
10,popular_2_exp_0_seed_None,211.83,16,42.27,281,1417,2,general,0,
4,popular_1_exp_0_seed_None,2028.1200000000003,16,404.08000000000004,2681,13598,2,general,0,
4,popular_2_exp_0_seed_None,217.89,16,42.81,279,1491,2,general,0,
5,popular_1_exp_0_seed_None,2029.62,16,405.38,2698,13558,2,general,0,
5,popular_2_exp_0_seed_None,6.390000000000001,16,1.31,9,41,2,general,0,
1,popular_1_exp_0_seed_None,377.1,16,76.10000000000001,513,2480,2,niche,0,
1,popular_2_exp_0_seed_None,991.8299999999999,16,199.26999999999998,1336,6567,2,niche,0,
3,popular_1_exp_0_seed_None,359.82,16,71.98,480,2398,2,general,0,
3,popular_2_exp_0_seed_None,6.840000000000001,16,1.36,9,46,2,general,0,
8,popular_1_exp_0_seed_None,383.64,16,77.36,521,2526,2,general,0,
8,popular_2_exp_0_seed_None,3.24,16,0.56,3,26,2,general,0,
2,popular_1_exp_0_seed_None,365.58000000000004,16,72.82000000000001,483,2452,2,general,0,
2,popular_2_exp_0_seed_None,8.28,16,1.7200000000000002,12,52,2,general,0,
7,popular_1_exp_0_seed_None,363.69000000000005,16,72.61000000000001,483,2431,2,general,0,
7,popular_2_exp_0_seed_None,10.47,16,2.23,16,63,2,general,0,
6,popular_1_exp_0_seed_None,3673.3200000000006,17,730.88,4841,24678,2,general,0,
6,popular_2_exp_0_seed_None,3.5700000000000007,17,0.73,5,23,2,general,0,
9,popular_1_exp_0_seed_None,2068.2900000000004,17,418.81,2835,13531,2,general,0,
9,popular_2_exp_0_seed_None,4.680000000000001,17,0.9200000000000002,6,32,2,general,0,
10,popular_1_exp_0_seed_None,350.1,17,70.7,477,2300,2,general,0,
10,popular_2_exp_0_seed_None,229.47000000000003,17,46.43000000000001,314,1503,2,general,0,
4,popular_1_exp_0_seed_None,2022.15,17,402.35,2665,13585,2,general,0,
4,popular_2_exp_0_seed_None,231.51,17,46.39,310,1539,2,general,0,
