movieId,providerId,genres
133,67,Comedy|Drama
135,4,Comedy
136,68,Documentary
145,19,Action|Comedy|Crime|Drama|Thriller
149,69,Crime|Drama|Thriller
150,70,Adventure|Drama|IMAX
151,71,Action|Drama|Romance|War
153,72,Action|Adventure|Comedy|Crime
155,11,Adventure|Drama|War
156,73,Comedy|Drama
157,74,Comedy|War
158,75,Adventure|Children
159,76,Crime|Drama|Mystery
160,32,Action|Adventure|Mystery|Sci-Fi
161,23,Drama|Thriller|War
163,47,Action|Romance|Western
164,77,Crime|Film-Noir|Mystery|Thriller
165,13,Action|Crime|Thriller
167,5,Drama
168,78,Action|Drama|Romance
169,79,Adventure|Children|Drama
170,80,Action|Adventure|Crime|Thriller
171,81,Comedy|Drama
172,2,Action|Sci-Fi|Thriller
173,13,Action|Crime|Sci-Fi
174,2,Comedy
175,17,Drama
176,82,Comedy
177,83,Horror
179,5,Drama|Romance
180,15,Comedy|Romance
181,84,Action|Children
182,85,Drama|Romance
184,86,Drama
186,87,Comedy|Romance
187,88,Comedy
189,69,Comedy|Fantasy
190,69,Thriller
192,89,Documentary
193,83,Drama
194,17,Comedy|Drama
195,90,Comedy|Drama|Romance
196,91,Horror|Sci-Fi
198,92,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
201,93,Drama|Fantasy
202,94,Drama|Romance
203,12,Comedy
204,6,Action
205,23,Comedy|Drama
206,95,Documentary
208,96,Action|Adventure|Sci-Fi
209,89,Drama
210,83,Western
212,4,Adventure|Comedy|Crime|Mystery
215,11,Drama|Romance
216,97,Comedy
218,6,Comedy|Drama
220,98,Horror
222,36,Drama|Romance
223,99,Comedy
225,100,Drama|Thriller
226,101,Thriller
227,32,Action|Thriller
228,89,Comedy
229,64,Drama|Thriller
230,11,Drama|Thriller
233,102,Drama
234,93,Comedy
235,5,Comedy|Drama
236,74,Action|Comedy|Romance
237,11,Comedy|Romance
240,2,Thriller
241,91,Children|Drama
243,103,Children|Comedy|Fantasy
244,104,Animation|Children
245,17,Crime|Drama
246,64,Documentary
247,17,Crime|Drama
249,19,Drama|Romance
252,32,Comedy|Romance
254,105,Drama
256,106,Comedy|Sci-Fi
257,107,Mystery|Thriller
259,4,Crime|Drama|Thriller
261,19,Drama
263,108,Drama
266,109,Drama|Romance|War|Western
267,15,Comedy
268,25,Crime|Drama
270,110,Drama|Romance
271,32,Drama
274,8,Comedy
275,2,Comedy
276,111,Comedy|Romance
277,4,Drama
278,23,Comedy
279,112,Drama
280,113,Drama|Thriller
281,114,Comedy|Drama|Romance
282,44,Drama
283,76,Crime|Drama
286,115,Action|Sci-Fi|Thriller
287,116,Comedy|Romance
288,117,Action|Crime|Thriller
289,2,Comedy|Romance
290,118,Crime|Drama
292,119,Action|Drama|Sci-Fi|Thriller
296,17,Comedy|Crime|Drama|Thriller
297,74,Drama
297,120,Drama
300,100,Drama
304,23,Comedy|Drama
312,32,Comedy
316,121,Action|Adventure|Sci-Fi
319,122,Comedy|Drama|Thriller
320,123,Film-Noir|Thriller
327,124,Action|Comedy|Sci-Fi
329,32,Adventure|Drama|Sci-Fi
330,76,Action|Crime|Horror
331,125,Drama
332,15,Horror|Sci-Fi
333,32,Comedy
334,34,Drama
337,32,Drama
338,32,Action|Sci-Fi|Thriller
339,35,Comedy|Romance
341,126,Drama
342,127,Comedy
344,18,Comedy
347,64,Drama|Film-Noir|Romance
348,17,Comedy
349,32,Action|Crime|Drama|Thriller
351,25,Comedy|Drama|Romance
352,76,Comedy|Drama
354,6,Drama
356,32,Comedy|Drama|Romance|War
357,74,Comedy|Romance
358,128,Drama
359,129,Comedy|Drama|Romance
360,35,Action|Comedy
361,2,Comedy|Drama|Romance
365,17,Drama
368,60,Adventure|Comedy|Western
369,64,Drama
372,15,Comedy|Drama|Romance
375,25,Drama
377,4,Action|Romance|Thriller
378,91,Comedy|Romance
379,130,Action|Sci-Fi|Thriller
380,92,Action|Adventure|Comedy|Romance|Thriller
381,5,Drama|Romance
382,19,Drama|Horror|Romance|Thriller
383,131,Western
384,5,Action|Crime|Drama
386,74,Drama
391,74,Crime|Drama
393,132,Action|Adventure|Fantasy
394,133,Comedy
396,134,Drama
398,135,Documentary
399,136,Drama
400,137,Drama
407,25,Horror|Thriller
408,25,Drama
409,25,Crime|Drama
410,138,Children|Comedy|Fantasy
411,139,Comedy|Documentary
413,140,Comedy
415,5,Comedy|Thriller
416,141,Western
417,142,Comedy|Romance
420,32,Action|Comedy|Crime|Thriller
421,110,Adventure|Children|Drama
423,124,Action|Thriller
424,32,Drama
425,143,Drama|Romance
426,144,Horror|Sci-Fi|Thriller
427,145,Drama|Mystery|Romance|Thriller
429,5,Comedy
430,19,Comedy|Drama
431,15,Crime|Drama
432,11,Adventure|Comedy|Western
433,91,Comedy
434,146,Action|Adventure|Thriller
435,32,Comedy|Sci-Fi
436,13,Drama|Thriller
439,147,Drama
440,148,Comedy|Romance
441,149,Comedy
442,48,Action|Adventure|Sci-Fi
445,91,Comedy
448,150,Drama
450,150,Comedy|Drama
451,32,Drama|Mystery|Romance
452,64,Drama
453,70,Comedy|Romance
455,151,Adventure|Children|Drama
456,17,Crime|Drama|Thriller
458,19,Drama|Western
460,91,Comedy
461,152,Drama|Romance
463,23,Crime|Drama|Thriller
464,153,Action|Adventure|Crime|Thriller
465,6,Action|Drama|War
466,154,Action|Comedy|War
467,155,Comedy
470,25,Comedy
472,59,Comedy|Drama
473,23,Comedy|War
474,11,Action|Thriller
475,156,Drama
478,100,Comedy|Crime|Drama
479,157,Action|Crime|Thriller
480,15,Action|Adventure|Sci-Fi|Thriller
481,158,Drama|Thriller
483,149,Drama
484,32,Adventure|Children
485,159,Action|Adventure|Comedy|Fantasy
486,5,Comedy
487,93,Comedy|Western
488,160,Drama|Romance
489,6,Comedy
490,161,Thriller
492,2,Comedy|Mystery
493,25,Action|Crime|Drama
494,48,Action|Adventure|Thriller
496,162,Comedy|Drama|Romance|Thriller
497,163,Comedy|Romance
498,2,Drama|Romance
499,110,Comedy|Romance
500,4,Comedy|Drama
501,164,Drama
504,165,Action|Drama|Sci-Fi
505,11,Comedy
506,166,Drama|Fantasy|Romance
508,2,Drama
510,19,Drama
513,15,Comedy|Mystery|Romance
516,13,Comedy|Drama
517,167,Action|Drama|Mystery
519,168,Action|Crime|Drama|Sci-Fi|Thriller
520,169,Comedy
521,170,Crime|Thriller
522,171,Action|Drama
523,172,Drama
524,2,Drama
527,12,Drama|War
529,16,Drama
530,6,Drama
532,173,Comedy|Crime|Horror
534,93,Drama|Romance
535,64,Drama
537,17,Drama
538,21,Drama
539,2,Comedy|Drama|Romance
540,174,Thriller
541,175,Action|Sci-Fi|Thriller
542,23,Comedy|Drama|Romance
543,2,Comedy|Romance|Thriller
544,19,Action|Crime
546,23,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,25,Action|Adventure|Thriller
548,23,Action|Mystery|Thriller
550,2,Comedy|Romance
553,23,Action|Drama|Western
554,18,Crime|Drama|Thriller
555,18,Crime|Thriller
563,176,Drama|Romance
564,18,Comedy
565,177,Drama|Horror
567,178,Comedy|Drama
568,179,Comedy|Drama
569,11,Comedy|Drama
574,180,Comedy|Drama
577,32,Adventure|Children|Drama
580,2,Drama
586,181,Children|Comedy
587,32,Comedy|Drama|Fantasy|Romance|Thriller
587,182,Comedy|Drama|Fantasy|Romance|Thriller
588,8,Adventure|Animation|Children|Comedy|Musical
588,183,Adventure|Animation|Children|Comedy|Musical
114240,8,Adventure|Animation|Children|Comedy|Fantasy
114240,183,Adventure|Animation|Children|Comedy|Fantasy
589,92,Action|Sci-Fi
590,184,Adventure|Drama|Western
591,185,Action|Drama|Thriller
592,186,Action|Crime|Thriller
594,187,Animation|Children|Drama|Fantasy|Musical
595,8,Animation|Children|Fantasy|Musical|Romance|IMAX
596,187,Animation|Children|Fantasy|Musical
597,5,Comedy|Romance
600,188,Action|Comedy|Crime
605,189,Drama|Romance
606,158,Fantasy|Horror
607,58,Drama
608,74,Comedy|Crime|Drama|Thriller
609,8,Adventure|Children
610,190,Action|Adventure|Animation|Horror|Sci-Fi
611,191,Action|Horror|Sci-Fi
613,17,Drama|Romance
618,192,Comedy|Romance
619,15,Comedy
621,193,Drama
628,32,Crime|Drama|Mystery|Thriller
631,91,Adventure|Animation|Children|Fantasy|Musical|Romance
633,194,Comedy
634,25,Comedy
637,70,Comedy
639,195,Comedy|Drama
640,196,Drama|Thriller
642,197,Drama
644,198,Comedy
647,194,Action|Crime|Drama|War
648,32,Action|Adventure|Mystery|Thriller
650,124,Drama
656,74,Comedy
660,199,Drama
661,200,Adventure|Animation|Children|Fantasy|Musical
662,15,Thriller
663,201,Comedy
664,25,Comedy
665,202,Comedy|Drama|War
671,149,Comedy|Sci-Fi
672,203,Drama
673,110,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,32,Adventure|Comedy|Sci-Fi
682,204,Documentary|Drama
684,205,Drama
685,206,Drama
687,207,Drama|Romance
688,208,Action|Adventure|Comedy|War
691,2,Comedy|Romance
692,209,Action|Sci-Fi|Thriller
695,188,Mystery|Thriller
696,210,Drama|Thriller
697,64,Drama|Romance
698,25,Drama
700,25,Comedy
702,211,Drama
703,5,Drama
705,207,Comedy
706,20,Drama
707,91,Crime|Drama|Thriller
709,8,Adventure|Animation|Children|Comedy|Musical
710,35,Comedy
711,212,Adventure|Children
712,58,Crime|Drama|Romance|Thriller
713,17,Drama
714,213,Drama|Mystery|Western
719,19,Comedy
720,214,Adventure|Animation|Comedy
726,5,Drama
728,215,Comedy
729,216,Drama
731,217,Crime|Thriller
732,218,Crime
736,219,Action|Adventure|Romance|Thriller
737,74,Action|Sci-Fi
742,220,Horror|Thriller
743,23,Comedy
744,221,Drama
746,222,Film-Noir
750,223,Comedy|War
751,224,Comedy|Horror
754,225,Adventure|Children
755,91,Children|Drama
760,226,Drama|War
762,11,Comedy|Crime
764,227,Drama|Romance
765,228,Comedy|Drama
766,229,Drama
768,230,Drama
772,231,Comedy
773,232,Drama
775,233,Horror|Mystery
777,234,War
778,235,Comedy|Crime|Drama
781,195,Drama
785,236,Comedy
786,119,Action|Drama|Thriller
795,237,Drama
798,194,Action|Adventure|Drama|Thriller
800,11,Drama|Mystery|Western
801,32,Children|Comedy
802,5,Drama|Romance
803,162,Comedy|Drama|Romance
804,195,Comedy|Romance
806,238,Crime|Drama
808,11,Adventure|Children
809,91,Action|Adventure
810,5,Children|Comedy|Fantasy
813,83,Comedy
819,239,Comedy|Drama
822,240,Drama|Romance|War
829,160,Comedy|Fantasy|Musical
831,58,Drama
832,5,Crime|Thriller
833,2,Comedy
834,168,Comedy
835,89,Drama
836,241,Action|Adventure|Thriller
837,20,Children|Comedy|Fantasy
838,17,Comedy|Drama|Romance
838,242,Comedy|Drama|Romance
840,89,Children|Comedy
849,32,Action|Adventure|Sci-Fi|Thriller
851,243,Drama
852,6,Comedy|Drama|Romance
853,244,Drama
862,245,Drama
866,22,Crime|Drama|Romance|Thriller
867,6,Comedy|Crime
868,246,Comedy
869,64,Crime|Drama|Musical|Thriller
870,23,Comedy
875,247,Action|Crime|Drama
877,248,Comedy|Drama
881,35,Children|Comedy
885,6,Children|Drama|Fantasy
886,15,Action|Comedy|Crime
887,249,Drama
892,64,Comedy|Drama|Romance
893,64,Drama
894,250,Romance
897,32,Adventure|Drama|Romance|War
899,91,Comedy|Musical|Romance
901,32,Comedy|Musical
902,32,Drama|Romance
903,32,Drama|Mystery|Romance|Thriller
904,32,Mystery|Thriller
905,19,Comedy|Romance
906,91,Drama|Thriller
908,91,Action|Adventure|Mystery|Romance|Thriller
910,251,Comedy|Crime
911,252,Comedy|Crime|Mystery|Romance|Thriller
914,110,Comedy|Drama|Musical|Romance
915,32,Comedy|Romance
916,32,Comedy|Drama|Romance
918,91,Musical
920,253,Drama|Romance|War
921,254,Comedy
923,255,Drama|Mystery
924,256,Adventure|Drama|Sci-Fi
925,32,Adventure|Romance|War
926,4,Drama
928,253,Drama|Mystery|Romance|Thriller
929,257,Drama|Film-Noir|Mystery|Thriller
930,258,Film-Noir|Romance|Thriller
931,259,Mystery|Romance|Thriller
933,32,Crime|Mystery|Romance|Thriller
934,91,Comedy
936,91,Comedy|Romance
937,260,Comedy|Romance
938,261,Musical
942,4,Crime|Film-Noir|Mystery
944,19,Drama
945,258,Comedy|Musical|Romance
946,83,Comedy|Drama|War
947,15,Comedy|Romance
948,110,Drama|Romance|Western
949,110,Drama
951,19,Comedy|Romance
953,262,Children|Drama|Fantasy|Romance
954,19,Drama
955,258,Comedy|Romance
956,19,Drama|Romance
958,263,Comedy|Mystery
959,258,Drama
960,264,Crime|Drama
961,253,Drama
962,110,Crime|Drama
964,265,Romance|Western
966,266,Drama|War
968,267,Horror|Sci-Fi|Thriller
970,268,Adventure|Comedy|Crime|Drama|Romance
971,269,Drama
973,270,Comedy|Drama
974,83,Drama|Romance
975,271,Comedy|Musical
977,91,Mystery
981,25,Drama
982,19,Drama
986,272,Adventure|Children
987,273,Drama|Romance
988,274,Comedy|Drama
990,19,Action|Adventure|Thriller
991,160,Drama
993,275,Drama
994,89,Comedy|Drama
996,25,Action|Crime|Drama|Thriller
997,276,Drama|Thriller
998,25,Action|Crime
999,277,Crime|Film-Noir
1000,278,Crime
1003,11,Drama|Thriller
1005,279,Children|Comedy
1008,187,Adventure|Western
1009,187,Adventure|Children|Fantasy
1011,187,Children|Comedy|Fantasy|Romance
1012,187,Children|Drama
1014,187,Children|Comedy|Drama
1015,280,Adventure|Children|Drama
1017,187,Adventure|Children
1018,187,Children|Comedy|Mystery
1019,187,Adventure|Drama|Sci-Fi
1020,8,Comedy
1021,35,Children|Comedy
1022,187,Animation|Children|Fantasy|Musical|Romance
1023,187,Animation|Children|Musical
1027,18,Adventure|Drama
1028,187,Children|Comedy|Fantasy|Musical
1029,187,Animation|Children|Drama|Musical
1030,187,Adventure|Animation|Children|Musical
1031,187,Adventure|Children|Musical
1032,187,Adventure|Animation|Children|Fantasy|Musical
1034,281,Comedy|Crime|Drama|Thriller
1036,96,Action|Crime|Thriller
1038,17,Drama
1041,282,Drama
1042,283,Comedy|Drama
1043,116,Drama|Romance
1044,105,Drama
1045,284,Comedy|Drama
1046,164,Drama|Romance
1050,285,Documentary|Drama
1051,286,Drama
1053,64,Crime|Drama|Romance
1054,76,Drama
1055,23,Thriller
1056,287,Drama
1057,17,Comedy|Musical|Romance
1060,17,Comedy|Drama
1061,158,Thriller
1063,288,Drama
1066,258,Comedy|Musical|Romance
1068,258,Crime|Film-Noir
1069,258,Crime|Film-Noir|Thriller
1070,258,Adventure
1073,289,Children|Comedy|Fantasy|Musical
1077,290,Comedy|Sci-Fi
1078,291,Comedy|War
1081,292,Comedy|Musical|Romance
1084,293,Crime|Drama
1086,110,Crime|Mystery|Thriller
1088,294,Drama|Musical|Romance
1089,295,Crime|Mystery|Thriller
1090,296,Drama|War
1091,297,Comedy
1092,121,Crime|Mystery|Thriller
1095,298,Drama
1096,299,Drama
1097,15,Children|Drama|Sci-Fi
1100,32,Action|Drama|Romance
1101,32,Action|Romance
1102,300,Action
1103,110,Drama
1105,191,Horror
1110,301,Action
1121,302,Drama
1124,15,Drama
1126,25,Comedy|Fantasy
1129,303,Action|Adventure|Sci-Fi|Thriller
1131,304,Drama|Mystery
1135,110,Comedy
1136,305,Adventure|Comedy|Fantasy
1137,306,Romance
1139,307,Drama
1140,308,Drama
1145,309,Documentary
1147,74,Documentary
1153,310,Film-Noir
1154,310,Film-Noir
1158,32,Comedy
1159,32,Romance
1160,32,Comedy
1163,311,Drama
1167,89,Comedy
1168,18,Action|Adventure|Horror
1169,312,Documentary
1170,313,Action
1171,32,Comedy
1175,314,Comedy|Drama|Romance
1178,83,Drama|War
1180,17,Comedy
1184,315,Comedy|Drama
1187,316,Drama
1188,317,Comedy|Romance
1191,17,Documentary|Musical
1193,318,Drama
1199,319,Fantasy|Sci-Fi
1200,320,Action|Adventure|Horror|Sci-Fi
1202,321,Comedy
1203,83,Drama
1204,322,Adventure|Drama|War
1207,323,Drama
1208,83,Action|Drama|War
1214,320,Horror|Sci-Fi
1217,324,Drama|War
1219,325,Crime|Horror
1222,326,Drama|War
1224,26,Action|Drama|Romance|War
1225,327,Drama
1227,328,Crime|Drama
1228,83,Drama
1230,83,Comedy|Romance
1232,329,Drama|Mystery|Sci-Fi
1235,32,Comedy|Drama|Romance
1236,330,Comedy|Drama|Romance
1238,331,Comedy
1242,332,Drama|War
1244,83,Comedy|Drama|Romance
1245,333,Crime|Drama|Film-Noir|Thriller
1246,5,Drama
1248,334,Crime|Film-Noir|Thriller
1252,32,Crime|Film-Noir|Mystery|Thriller
1255,335,Comedy|Horror|Sci-Fi
1256,32,Comedy|Musical|War
1257,336,Comedy|Romance
1259,19,Adventure|Drama
1260,337,Crime|Film-Noir|Thriller
1264,338,Action|Drama|Mystery|Romance|Thriller
1265,19,Comedy|Fantasy|Romance
1266,110,Drama|Western
1268,25,Comedy|Drama
1269,110,Comedy|Mystery|Thriller
1270,15,Adventure|Comedy|Sci-Fi
1271,15,Comedy|Crime|Drama
1272,4,Drama|War
1273,339,Comedy|Drama|Film-Noir
1274,340,Action|Adventure|Animation|Sci-Fi
1275,341,Action|Adventure|Fantasy
1276,342,Drama
1277,343,Comedy|Drama|Romance
1277,344,Comedy|Drama|Romance
1278,345,Comedy|Fantasy
1279,213,Comedy|Drama
1282,187,Animation|Children|Fantasy|Musical
1283,346,Drama|Western
1285,347,Comedy
1286,15,Drama|Romance
1287,91,Action|Adventure|Drama
1288,348,Comedy
1290,181,Drama|Romance
1291,32,Action|Adventure
1292,83,Comedy|Drama
1293,349,Drama
1297,350,Comedy
1298,349,Drama|Musical
1301,91,Drama|Sci-Fi
1302,15,Children|Drama|Fantasy
1304,351,Action|Western
1305,352,Drama|Romance
1307,11,Comedy|Romance
1310,353,Documentary
1311,354,Comedy
1312,355,Drama
1313,356,Crime
1314,357,Romance
1316,358,Drama
1317,359,Comedy
1318,360,Comedy|Drama
1322,361,Horror
1323,362,Horror
1324,363,Horror
1325,364,Horror
1326,22,Horror
1330,365,Horror
1331,366,Horror
1336,367,Horror|Thriller
1341,83,Horror
1342,158,Horror|Thriller
1343,15,Thriller
1344,368,Crime|Drama|Thriller
1345,83,Drama|Fantasy|Horror|Thriller
1346,15,Drama|Fantasy|Horror
1352,17,Crime|Thriller
1354,369,Drama|Mystery
1355,191,Horror|Thriller
1356,32,Action|Adventure|Sci-Fi|Thriller
1357,64,Drama|Romance
1358,17,Drama
1359,87,Children|Comedy
1365,370,Drama
1367,371,Adventure|Children|Comedy
1370,96,Action|Adventure|Thriller
1371,32,Adventure|Sci-Fi
1372,32,Action|Mystery|Sci-Fi
1373,32,Action|Sci-Fi
1374,32,Action|Adventure|Sci-Fi|Thriller
1375,32,Action|Adventure|Sci-Fi
1376,32,Adventure|Comedy|Sci-Fi
1377,110,Action|Crime
1378,18,Action|Comedy|Western
1379,18,Action|Western
1380,32,Comedy|Musical|Romance
1381,32,Comedy|Musical|Romance
1382,372,Action|Drama
1383,191,Action|Sci-Fi
1385,79,Action|Drama|Thriller
1386,373,Western
1387,374,Action|Horror
1388,15,Horror|Thriller
1389,375,Action|Horror
1390,376,Comedy
1391,377,Action|Comedy|Sci-Fi
1392,17,Comedy|Drama
1393,59,Drama|Romance
1394,333,Comedy
1395,378,Comedy|Drama
1396,15,Action|Comedy|Crime|Drama|Sci-Fi
1397,379,Drama
1398,380,Romance|War
1399,381,Drama
1401,11,Drama
1404,32,Crime|Drama
1405,32,Adventure|Animation|Comedy|Crime
1407,191,Comedy|Horror|Mystery|Thriller
1409,153,Comedy|Drama|Fantasy|Romance
1411,11,Crime|Drama|Romance
1412,156,Drama
1414,138,Comedy
1416,23,Drama|Musical
1419,382,Adventure|Drama
1422,119,Crime|Drama|Mystery|Thriller
1424,383,Action
1424,384,Action
1425,20,Comedy
1427,89,Action|Thriller
1428,385,Drama
1428,386,Drama
1431,236,Action|Comedy
1432,35,Action|Comedy|Crime|Drama|Thriller
1436,387,Comedy
1438,388,Action|Thriller
1439,157,Comedy
1440,25,Comedy
1441,389,Comedy|Romance
1442,23,Drama
1445,15,Comedy|War
1447,74,Crime
1449,390,Comedy
1454,391,Comedy|Drama
1455,392,Comedy|Romance
1457,19,Comedy|Drama|Romance
1458,83,Drama|Fantasy|Romance
1459,11,Mystery|Thriller
1460,8,Children|Comedy|Mystery
1463,393,Comedy|Romance
1464,127,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1465,376,Action|Drama
1466,394,Crime|Drama
1468,19,Comedy|Romance
1471,395,Drama
1472,168,Crime|Thriller
1473,36,Action|Comedy|Crime|Drama
1475,396,Romance
1476,89,Comedy|Drama
1477,25,Romance
1480,397,Drama|Thriller
1483,126,Drama|Thriller
1485,15,Comedy
1487,398,Drama|Musical
1489,399,Animation|Children|Musical
1493,400,Romance
1495,84,Action|Adventure|Children
1496,60,Drama|Romance
1497,19,Action
1498,189,Drama|Romance
1499,401,Action|Adventure|Thriller
1500,35,Comedy|Crime|Romance
1502,402,Drama|Romance
1503,403,Comedy
1507,404,Drama|War
1508,405,Drama
1509,406,Drama
1513,5,Comedy
1515,4,Action|Drama|Thriller
1516,407,Comedy
1517,25,Action|Adventure|Comedy
1518,32,Action|Thriller
1519,408,Drama
1522,409,Drama
1523,116,Action|Crime|Romance
1525,410,Action|Adventure|Children|Fantasy
1526,48,Comedy
1528,321,Comedy
1529,411,Comedy|Drama
1531,412,Drama
1532,188,Comedy
1535,64,Drama|Romance
1539,413,Comedy|Crime
1541,414,Comedy|Romance
1542,17,Comedy|Drama|Romance
1545,415,Drama
1549,416,Drama|Romance
1550,25,Comedy|Romance
1551,19,Adventure|Children|Drama
1552,5,Action|Adventure|Thriller
1553,417,Comedy
1556,418,Action|Romance|Thriller
1561,419,Comedy
1562,72,Action|Adventure|Fantasy|Thriller
1565,184,Comedy|Thriller
1566,8,Adventure|Animation|Children|Comedy|Musical
1566,420,Adventure|Animation|Children|Comedy|Musical
1566,38,Adventure|Animation|Children|Comedy|Musical
1567,421,Drama
1568,422,Crime|Drama|Mystery
1569,2,Comedy|Romance
1570,423,Horror|Sci-Fi
1573,424,Action|Crime|Drama|Thriller
1574,425,Romance
1575,426,Drama
1579,427,Drama
1581,194,Comedy
1582,18,Adventure|Children
1584,428,Drama|Sci-Fi
1585,429,Comedy
1586,35,Action|Drama
1587,15,Action|Adventure|Fantasy
1588,430,Children|Comedy
1589,17,Action|Crime|Drama|Thriller
1590,431,Horror|Sci-Fi|Thriller
1591,25,Action|Adventure|Sci-Fi|Thriller
1592,8,Children|Comedy
1593,432,Comedy|Romance
1594,433,Comedy|Drama
1595,148,Adventure|Children|Drama
1596,434,Drama
1597,48,Drama|Mystery|Romance|Thriller
1598,2,Crime|Drama|Thriller
1599,435,Action
1600,17,Drama|Romance
1601,83,Crime|Drama|Film-Noir
1602,15,Comedy
1603,191,Horror|Sci-Fi|Thriller
1604,25,Action|Comedy
1605,19,Adventure|Romance
1606,15,Action|Adventure
1608,436,Action|Thriller
1611,64,Drama|Romance
1612,437,Comedy
1614,220,Comedy
1617,6,Crime|Film-Noir|Mystery|Thriller
1619,2,Adventure|Drama|War
1620,32,Crime|Drama|Mystery|Thriller
1621,438,Drama
1622,439,Comedy|Drama
1623,295,Horror
1626,440,Action|Drama|Thriller
1627,441,Crime|Drama|Mystery
1633,442,Drama
1636,443,Action|Thriller
1639,99,Comedy|Drama|Romance
1640,444,Comedy
1644,445,Horror|Mystery|Thriller
1645,446,Drama|Mystery|Thriller
1647,5,Crime|Drama|Thriller
1649,69,Documentary
1650,447,Drama
1651,448,Drama
1653,20,Drama|Sci-Fi|Thriller
1654,449,Children|Drama|Fantasy
1655,17,Drama|Horror|Thriller
1657,162,Comedy|Documentary
1659,450,Drama
1660,188,Drama
1661,89,Crime|Mystery|Thriller
1662,168,Crime
1663,19,Comedy|War
1665,85,Comedy
1666,451,Romance
1667,452,Action|Drama
1668,25,Drama
1670,17,Drama|War
1671,405,Crime|Drama|Thriller
1673,25,Drama
1674,32,Drama|Romance|Thriller
1675,18,Crime|Thriller
1676,5,Action|Sci-Fi
1677,453,Comedy|Drama
1679,454,Comedy
1680,32,Drama|Romance
1681,25,Action|Adventure|Fantasy
1684,455,Drama|Romance
1685,151,Drama|Romance
1686,279,Crime|Thriller
1688,456,Adventure|Animation|Children|Drama|Musical
1688,457,Adventure|Animation|Children|Drama|Musical
1693,458,Drama|Mystery
1695,459,Drama
1696,460,Drama|War
1697,461,Crime|Drama
1701,64,Comedy|Drama
1702,8,Children|Comedy|Fantasy
1703,462,Comedy
1704,17,Drama|Romance
1707,4,Children|Comedy
1709,463,Thriller
1711,110,Crime|Drama|Mystery
1714,464,Romance
1715,465,Thriller
1717,466,Comedy|Horror|Mystery|Thriller
1718,467,Thriller
1721,32,Drama|Romance
1722,10,Action|Adventure|Thriller
1723,468,Comedy|Drama
1729,17,Crime|Drama|Thriller
1730,5,Drama
1731,8,Comedy
1733,469,Drama|Romance
