,Adventure,Animation,Children,Comedy,Fantasy,Romance,Action,Crime,Thriller,Horror,Drama,War,Western,Sci-Fi,Musical,Mystery,Film-Noir,IMAX,Documentary
82,0.1101871101871102,0.02079002079002079,0.04158004158004158,0.18711018711018712,0.031185031185031187,0.062370062370062374,0.16632016632016633,0.08523908523908524,0.09355509355509356,0.018711018711018712,0.07276507276507277,0.012474012474012475,0.012474012474012475,0.04781704781704782,0.012474012474012475,0.018711018711018712,0.002079002079002079,0.002079002079002079,0.002079002079002079
86,0.11173184357541899,0.0670391061452514,0.0670391061452514,0.0782122905027933,0.07262569832402235,0.0893854748603352,0.11173184357541899,0.03910614525139665,0.0782122905027933,0.00558659217877095,0.11173184357541899,0.0335195530726257,0.00558659217877095,0.061452513966480445,0.01675977653631285,0.0223463687150838,0.0,0.027932960893854747,0.0
89,0.07701149425287357,0.07126436781609195,0.09080459770114943,0.3632183908045977,0.05057471264367816,0.08275862068965517,0.04597701149425287,0.029885057471264367,0.013793103448275862,0.01839080459770115,0.07816091954022988,0.009195402298850575,0.0034482758620689655,0.02528735632183908,0.01954022988505747,0.011494252873563218,0.0,0.008045977011494253,0.0011494252873563218
90,0.030303030303030304,0.015151515151515152,0.030303030303030304,0.18181818181818182,0.030303030303030304,0.19696969696969696,0.015151515151515152,0.07575757575757576,0.045454545454545456,0.0,0.3181818181818182,0.0,0.0,0.015151515151515152,0.045454545454545456,0.0,0.0,0.0,0.0
91,0.08687258687258688,0.016409266409266408,0.021235521235521235,0.1438223938223938,0.03861003861003861,0.052123552123552123,0.11969111969111969,0.06274131274131274,0.12451737451737452,0.05405405405405406,0.12837837837837837,0.01447876447876448,0.010617760617760617,0.07432432432432433,0.013513513513513514,0.027992277992277992,0.0019305019305019305,0.004826254826254826,0.003861003861003861
93,0.18303571428571427,0.013392857142857142,0.05357142857142857,0.12053571428571429,0.05357142857142857,0.08482142857142858,0.14732142857142858,0.017857142857142856,0.08035714285714286,0.004464285714285714,0.09821428571428571,0.017857142857142856,0.017857142857142856,0.08482142857142858,0.008928571428571428,0.008928571428571428,0.0,0.004464285714285714,0.0
96,0.14184397163120568,0.014184397163120567,0.03546099290780142,0.0851063829787234,0.0425531914893617,0.05673758865248227,0.1702127659574468,0.04964539007092199,0.11347517730496454,0.028368794326241134,0.12056737588652482,0.028368794326241134,0.0070921985815602835,0.07092198581560284,0.0,0.02127659574468085,0.0070921985815602835,0.0070921985815602835,0.0
98,0.11538461538461539,0.07211538461538461,0.07692307692307693,0.12980769230769232,0.0673076923076923,0.057692307692307696,0.08173076923076923,0.019230769230769232,0.057692307692307696,0.02403846153846154,0.1201923076923077,0.009615384615384616,0.0,0.08173076923076923,0.02403846153846154,0.019230769230769232,0.0,0.04326923076923077,0.0
103,0.10401891252955082,0.05673758865248227,0.08747044917257683,0.14893617021276595,0.061465721040189124,0.04846335697399527,0.06973995271867613,0.05319148936170213,0.05555555555555555,0.010638297872340425,0.1607565011820331,0.013002364066193853,0.00591016548463357,0.031914893617021274,0.030732860520094562,0.027186761229314422,0.0035460992907801418,0.028368794326241134,0.002364066193853428
107,0.15,0.0125,0.0375,0.1125,0.0375,0.025,0.125,0.075,0.1125,0.0,0.15,0.0375,0.0375,0.0625,0.0,0.0125,0.0,0.0125,0.0
112,0.1016949152542373,0.025423728813559324,0.025423728813559324,0.1016949152542373,0.01694915254237288,0.06779661016949153,0.13559322033898305,0.059322033898305086,0.1016949152542373,0.0,0.1694915254237288,0.0423728813559322,0.00847457627118644,0.09322033898305085,0.0,0.01694915254237288,0.0,0.03389830508474576,0.0
119,0.1182170542635659,0.05813953488372093,0.050387596899224806,0.10271317829457365,0.05232558139534884,0.027131782945736434,0.14534883720930233,0.060077519379844964,0.09689922480620156,0.011627906976744186,0.12403100775193798,0.01744186046511628,0.007751937984496124,0.06782945736434108,0.0,0.01744186046511628,0.001937984496124031,0.03294573643410853,0.007751937984496124
121,0.07317073170731707,0.016260162601626018,0.016260162601626018,0.13821138211382114,0.024390243902439025,0.12195121951219512,0.11382113821138211,0.06504065040650407,0.12195121951219512,0.008130081300813009,0.16260162601626016,0.04065040650406504,0.032520325203252036,0.024390243902439025,0.008130081300813009,0.008130081300813009,0.0,0.016260162601626018,0.008130081300813009
124,0.07777777777777778,0.044444444444444446,0.03333333333333333,0.2,0.011111111111111112,0.05555555555555555,0.05555555555555555,0.07777777777777778,0.1111111111111111,0.011111111111111112,0.2,0.022222222222222223,0.0,0.03333333333333333,0.0,0.05555555555555555,0.011111111111111112,0.0,0.0
130,0.13580246913580246,0.04938271604938271,0.06172839506172839,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.12345679012345678,0.06172839506172839,0.1111111111111111,0.0,0.12345679012345678,0.024691358024691357,0.012345679012345678,0.04938271604938271,0.037037037037037035,0.0,0.0,0.024691358024691357,0.0
132,0.057750759878419454,0.031914893617021274,0.0486322188449848,0.1838905775075988,0.05167173252279635,0.13069908814589665,0.05015197568389058,0.057750759878419454,0.0668693009118541,0.0243161094224924,0.16869300911854104,0.007598784194528876,0.004559270516717325,0.0364741641337386,0.031914893617021274,0.028875379939209727,0.0060790273556231,0.00911854103343465,0.00303951367781155
134,0.1111111111111111,0.0707070707070707,0.0707070707070707,0.08080808080808081,0.020202020202020204,0.0707070707070707,0.15151515151515152,0.06060606060606061,0.08080808080808081,0.0,0.10101010101010101,0.020202020202020204,0.030303030303030304,0.050505050505050504,0.06060606060606061,0.010101010101010102,0.0,0.010101010101010102,0.0
135,0.09185441941074524,0.006932409012131715,0.019064124783362217,0.1611785095320624,0.053726169844020795,0.05199306759098787,0.14211438474870017,0.06412478336221837,0.13518197573656845,0.024263431542461005,0.11785095320623917,0.012131715771230503,0.005199306759098787,0.07105719237435008,0.008665511265164644,0.029462738301559793,0.0017331022530329288,0.0,0.0034662045060658577
137,0.08333333333333333,0.025,0.029166666666666667,0.1125,0.029166666666666667,0.07916666666666666,0.07083333333333333,0.05416666666666667,0.075,0.029166666666666667,0.20416666666666666,0.05,0.0125,0.07083333333333333,0.0125,0.03333333333333333,0.0125,0.004166666666666667,0.0125
140,0.07677725118483412,0.009478672985781991,0.02843601895734597,0.10710900473933649,0.01800947867298578,0.07582938388625593,0.10710900473933649,0.08436018957345971,0.11753554502369669,0.004739336492890996,0.23412322274881517,0.04170616113744076,0.024644549763033177,0.026540284360189573,0.006635071090047393,0.029383886255924172,0.0037914691943127963,0.002843601895734597,0.0009478672985781991
141,0.11475409836065574,0.0546448087431694,0.0546448087431694,0.20218579234972678,0.05737704918032787,0.05737704918032787,0.08743169398907104,0.0546448087431694,0.05737704918032787,0.01639344262295082,0.09562841530054644,0.01092896174863388,0.00546448087431694,0.05191256830601093,0.01912568306010929,0.01912568306010929,0.00273224043715847,0.03825136612021858,0.0
144,0.09642857142857143,0.03571428571428571,0.05714285714285714,0.15,0.04642857142857143,0.11428571428571428,0.10357142857142858,0.05357142857142857,0.08214285714285714,0.007142857142857143,0.1392857142857143,0.02142857142857143,0.014285714285714285,0.025,0.025,0.014285714285714285,0.0,0.007142857142857143,0.007142857142857143
145,0.14666666666666667,0.05333333333333334,0.05333333333333334,0.10666666666666667,0.02666666666666667,0.04,0.10666666666666667,0.08,0.12,0.0,0.12,0.013333333333333334,0.013333333333333334,0.05333333333333334,0.04,0.0,0.0,0.02666666666666667,0.0
151,0.09821428571428571,0.044642857142857144,0.11607142857142858,0.26785714285714285,0.08928571428571429,0.07142857142857142,0.05357142857142857,0.017857142857142856,0.0625,0.026785714285714284,0.09821428571428571,0.0,0.0,0.008928571428571428,0.03571428571428571,0.008928571428571428,0.0,0.0,0.0
153,0.0989010989010989,0.04120879120879121,0.054945054945054944,0.15384615384615385,0.0521978021978022,0.11263736263736264,0.06868131868131869,0.03021978021978022,0.04395604395604396,0.0027472527472527475,0.22252747252747251,0.019230769230769232,0.005494505494505495,0.038461538461538464,0.02197802197802198,0.008241758241758242,0.0027472527472527475,0.019230769230769232,0.0027472527472527475
155,0.16363636363636364,0.05454545454545454,0.07272727272727272,0.17272727272727273,0.045454545454545456,0.03636363636363636,0.14545454545454545,0.06363636363636363,0.06363636363636363,0.00909090909090909,0.05454545454545454,0.01818181818181818,0.00909090909090909,0.07272727272727272,0.01818181818181818,0.0,0.0,0.0,0.0
156,0.0578125,0.0140625,0.0296875,0.2375,0.0375,0.1125,0.046875,0.065625,0.065625,0.003125,0.2078125,0.025,0.0078125,0.0203125,0.0171875,0.0390625,0.009375,0.0015625,0.0015625
159,0.0787037037037037,0.06018518518518518,0.046296296296296294,0.2175925925925926,0.05092592592592592,0.20833333333333334,0.027777777777777776,0.013888888888888888,0.037037037037037035,0.0,0.19444444444444445,0.009259259259259259,0.0,0.023148148148148147,0.018518518518518517,0.0,0.0,0.013888888888888888,0.0
160,0.09648127128263337,0.02043132803632236,0.04086265607264472,0.09761634506242906,0.046538024971623154,0.04426787741203178,0.14074914869466515,0.05561861520998865,0.12145289443813848,0.036322360953461974,0.12599318955732122,0.015891032917139614,0.00340522133938706,0.11010215664018161,0.014755959137343927,0.024971623155505107,0.0022701475595913734,0.0022701475595913734,0.0
161,0.0898876404494382,0.12359550561797752,0.1348314606741573,0.1797752808988764,0.06741573033707865,0.1348314606741573,0.02247191011235955,0.0,0.011235955056179775,0.0,0.07865168539325842,0.0,0.0,0.056179775280898875,0.0898876404494382,0.0,0.0,0.0,0.011235955056179775
166,0.09768637532133675,0.02313624678663239,0.033419023136246784,0.09254498714652956,0.043701799485861184,0.05141388174807198,0.14395886889460155,0.08483290488431877,0.11311053984575835,0.02313624678663239,0.14652956298200515,0.017994858611825194,0.002570694087403599,0.056555269922879174,0.007712082262210797,0.030848329048843187,0.007712082262210797,0.017994858611825194,0.005141388174807198
167,0.10888252148997135,0.04011461318051576,0.054441260744985676,0.2148997134670487,0.07736389684813753,0.0659025787965616,0.08595988538681948,0.054441260744985676,0.05157593123209169,0.014326647564469915,0.07449856733524356,0.017191977077363897,0.0057306590257879654,0.0659025787965616,0.034383954154727794,0.008595988538681949,0.0028653295128939827,0.022922636103151862,0.0
169,0.07909604519774012,0.04143126177024482,0.07156308851224105,0.2184557438794727,0.05649717514124294,0.12617702448210924,0.047080979284369114,0.02448210922787194,0.03389830508474576,0.005649717514124294,0.14689265536723164,0.013182674199623353,0.005649717514124294,0.03389830508474576,0.07721280602636535,0.005649717514124294,0.0,0.007532956685499058,0.005649717514124294
171,0.08088235294117647,0.029411764705882353,0.04411764705882353,0.1323529411764706,0.051470588235294115,0.051470588235294115,0.07352941176470588,0.08823529411764706,0.10294117647058823,0.014705882352941176,0.19852941176470587,0.007352941176470588,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.03676470588235294,0.0,0.0,0.0
177,0.08667736757624397,0.038523274478330656,0.05457463884430177,0.15997859818084537,0.05564472980203317,0.09630818619582665,0.07811663991439273,0.048154093097913325,0.07169609416800428,0.02086677367576244,0.1476725521669342,0.014446227929373997,0.006420545746388443,0.037988228999464954,0.03210272873194221,0.023542001070090957,0.002675227394328518,0.023542001070090957,0.001070090957731407
178,0.07352941176470588,0.014705882352941176,0.022058823529411766,0.1323529411764706,0.03676470588235294,0.09558823529411764,0.10294117647058823,0.051470588235294115,0.10294117647058823,0.014705882352941176,0.18382352941176472,0.051470588235294115,0.007352941176470588,0.051470588235294115,0.014705882352941176,0.014705882352941176,0.0,0.014705882352941176,0.014705882352941176
179,0.10687022900763359,0.007633587786259542,0.022900763358778626,0.16793893129770993,0.015267175572519083,0.061068702290076333,0.16030534351145037,0.06870229007633588,0.15267175572519084,0.0,0.1297709923664122,0.022900763358778626,0.007633587786259542,0.05343511450381679,0.0,0.015267175572519083,0.0,0.007633587786259542,0.0
182,0.07020648967551622,0.012979351032448377,0.012979351032448377,0.13628318584070798,0.03303834808259587,0.07138643067846608,0.10029498525073746,0.08023598820058997,0.1168141592920354,0.02064896755162242,0.19469026548672566,0.024188790560471976,0.005309734513274336,0.06430678466076696,0.010029498525073746,0.03126843657817109,0.006489675516224189,0.0029498525073746312,0.0058997050147492625
185,0.07142857142857142,0.08163265306122448,0.09183673469387756,0.16326530612244897,0.030612244897959183,0.15306122448979592,0.0,0.05102040816326531,0.061224489795918366,0.01020408163265306,0.17346938775510204,0.0,0.0,0.01020408163265306,0.07142857142857142,0.02040816326530612,0.0,0.01020408163265306,0.0
186,0.14526315789473684,0.023157894736842106,0.05263157894736842,0.10736842105263159,0.06736842105263158,0.061052631578947365,0.12,0.016842105263157894,0.08210526315789474,0.02526315789473684,0.10105263157894737,0.008421052631578947,0.004210526315789474,0.12842105263157894,0.029473684210526315,0.014736842105263158,0.00631578947368421,0.004210526315789474,0.002105263157894737
191,0.08227848101265822,0.0189873417721519,0.02531645569620253,0.1518987341772152,0.012658227848101266,0.10759493670886076,0.08227848101265822,0.0759493670886076,0.10759493670886076,0.0,0.23417721518987342,0.02531645569620253,0.0,0.03164556962025317,0.0,0.0189873417721519,0.006329113924050633,0.006329113924050633,0.012658227848101266
193,0.11666666666666667,0.03333333333333333,0.016666666666666666,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.05,0.05,0.1,0.016666666666666666,0.23333333333333334,0.03333333333333333,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.016666666666666666,0.0
200,0.10218978102189781,0.017518248175182483,0.032116788321167884,0.21313868613138687,0.04525547445255475,0.11970802919708029,0.10364963503649635,0.04817518248175182,0.07007299270072993,0.0072992700729927005,0.13284671532846715,0.01167883211678832,0.004379562043795621,0.04525547445255475,0.020437956204379562,0.01167883211678832,0.00145985401459854,0.013138686131386862,0.0
201,0.0892018779342723,0.009389671361502348,0.028169014084507043,0.215962441314554,0.056338028169014086,0.13615023474178403,0.09389671361502347,0.028169014084507043,0.06572769953051644,0.009389671361502348,0.13145539906103287,0.009389671361502348,0.009389671361502348,0.09389671361502347,0.004694835680751174,0.009389671361502348,0.004694835680751174,0.004694835680751174,0.0
202,0.09601181683899557,0.011816838995568686,0.01772525849335303,0.11964549483013294,0.033973412112259974,0.08124076809453472,0.1329394387001477,0.050221565731166914,0.0915805022156573,0.0103397341211226,0.19793205317577547,0.0310192023633678,0.013293943870014771,0.0620384047267356,0.008862629246676515,0.029542097488921712,0.004431314623338257,0.0029542097488921715,0.004431314623338257
206,0.10714285714285714,0.03571428571428571,0.05357142857142857,0.125,0.05357142857142857,0.10714285714285714,0.08928571428571429,0.03571428571428571,0.10714285714285714,0.0,0.17857142857142858,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0
213,0.11267605633802817,0.03286384976525822,0.04225352112676056,0.0892018779342723,0.06572769953051644,0.046948356807511735,0.13615023474178403,0.023474178403755867,0.13615023474178403,0.06572769953051644,0.09389671361502347,0.018779342723004695,0.0,0.06572769953051644,0.004694835680751174,0.03286384976525822,0.0,0.03286384976525822,0.0
214,0.10638297872340426,0.0425531914893617,0.06382978723404255,0.1276595744680851,0.0851063829787234,0.10638297872340426,0.0851063829787234,0.02127659574468085,0.10638297872340426,0.0,0.1276595744680851,0.0,0.0,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0,0.0,0.0
216,0.04,0.043333333333333335,0.04666666666666667,0.25666666666666665,0.04666666666666667,0.11,0.03333333333333333,0.05,0.06333333333333334,0.006666666666666667,0.15333333333333332,0.013333333333333334,0.01,0.023333333333333334,0.056666666666666664,0.02,0.02,0.0033333333333333335,0.0033333333333333335
217,0.10450297366185217,0.015293118096856415,0.041631265930331354,0.18861512319456245,0.044180118946474084,0.0475785896346644,0.14868309260832624,0.056074766355140186,0.10195412064570943,0.015293118096856415,0.10365335598980459,0.01954120645709431,0.0076465590484282074,0.06711979609175871,0.016992353440951572,0.01954120645709431,0.0016992353440951572,0.0,0.0
219,0.10391978122151321,0.020054694621695533,0.0300820419325433,0.13309024612579762,0.040109389243391066,0.044667274384685506,0.15679124886052873,0.07930720145852324,0.12944393801276208,0.02187784867821331,0.09298085688240657,0.007292616226071103,0.0027347310847766638,0.07657247037374658,0.010027347310847767,0.02917046490428441,0.0054694621695533276,0.014585232452142206,0.0018231540565177757
220,0.14526315789473684,0.04842105263157895,0.05263157894736842,0.12,0.042105263157894736,0.04,0.14947368421052631,0.04421052631578947,0.09894736842105263,0.00631578947368421,0.08842105263157894,0.010526315789473684,0.00631578947368421,0.09052631578947369,0.010526315789473684,0.010526315789473684,0.0,0.03368421052631579,0.002105263157894737
223,0.10526315789473684,0.05263157894736842,0.05847953216374269,0.1286549707602339,0.06432748538011696,0.08771929824561403,0.08187134502923976,0.04093567251461988,0.08771929824561403,0.011695906432748537,0.11695906432748537,0.011695906432748537,0.005847953216374269,0.04093567251461988,0.029239766081871343,0.03508771929824561,0.005847953216374269,0.029239766081871343,0.005847953216374269
226,0.08284023668639054,0.02564102564102564,0.045364891518737675,0.21992110453648916,0.05621301775147929,0.07593688362919132,0.07790927021696252,0.0621301775147929,0.0631163708086785,0.026627218934911243,0.1282051282051282,0.008875739644970414,0.008875739644970414,0.05029585798816568,0.02564102564102564,0.027613412228796843,0.0,0.010848126232741617,0.0039447731755424065
229,0.08955223880597014,0.007462686567164179,0.029850746268656716,0.1865671641791045,0.029850746268656716,0.08955223880597014,0.12686567164179105,0.06716417910447761,0.13432835820895522,0.0,0.15671641791044777,0.022388059701492536,0.007462686567164179,0.03731343283582089,0.0,0.007462686567164179,0.0,0.007462686567164179,0.0
232,0.08379272326350606,0.03197353914002205,0.047409040793825796,0.1587651598676957,0.04575523704520397,0.0639470782800441,0.1113561190738699,0.057883131201764054,0.09647188533627343,0.03197353914002205,0.13230429988974643,0.013781697905181918,0.002205071664829107,0.051267916207276734,0.022601984564498346,0.024255788313120176,0.0005512679162072767,0.017089305402425578,0.006615214994487321
233,0.09621993127147767,0.030927835051546393,0.03436426116838488,0.10309278350515463,0.058419243986254296,0.041237113402061855,0.09965635738831616,0.08247422680412371,0.08934707903780069,0.003436426116838488,0.18900343642611683,0.030927835051546393,0.003436426116838488,0.058419243986254296,0.010309278350515464,0.03436426116838488,0.003436426116838488,0.027491408934707903,0.003436426116838488
234,0.15261044176706828,0.060240963855421686,0.12449799196787148,0.1285140562248996,0.0642570281124498,0.03413654618473896,0.13453815261044177,0.03614457831325301,0.040160642570281124,0.010040160642570281,0.0783132530120482,0.008032128514056224,0.012048192771084338,0.06827309236947791,0.03614457831325301,0.012048192771084338,0.0,0.0,0.0
239,0.09816971713810316,0.016638935108153077,0.018302828618968387,0.1064891846921797,0.04159733777038269,0.051580698835274545,0.1464226289517471,0.07986688851913477,0.11480865224625623,0.009983361064891847,0.1464226289517471,0.02329450915141431,0.009983361064891847,0.07820299500831947,0.0066555740432612314,0.021630615640599003,0.0033277870216306157,0.021630615640599003,0.004991680532445923
